status_id,status_message,status_published
457376154351363_916733075082333,making a life switch is scary and a leap into the unknown but the best decision I have made in a long time. After 17 years in corporate IT I made the decision to be a full time mummy from Feb this year and am now embarking on a new career as a garden designer. For my young children and my partner this has provided a much happier home. Money isn't everything. Life is short.... you need to make sure you enjoy what you do! Watch this space.....,2015-10-12 03:29:56
457376154351363_916511068437867,"I have a M&S monthly saver account which I opened last November, I was told it was for 12 months, what happens when I make the last payment this month and can I open a new one next month.",2015-10-11 16:55:57
457376154351363_916459788442995,Love M & S,2015-10-11 13:40:51
457376154351363_916268618462112,I had a successful career as a Police Officer for 14 years and then my son was born and diagnosed with Down Syndrome and associated medical conditions.  I knew he would need 24/7 care and so became a full time Mum/carer.  When I was 52yrs old and he was now an adult (still needing care but going to a day centre) I took and passed an NVQ3 course to become a Learning Support Assistant specializing in working with children with learning difficulties/behavior problems and medical conditions.  I have now worked in a KS3 mainstream school for 15 years and am so glad I retrained.,2015-10-11 02:53:12
457376154351363_915171498571824,Now's the time to plant spring bulbs. Jilly shares her top tip for blooming borders,2015-10-10 07:00:01
457376154351363_1666826873557263,"For over thirty years I was a painter and decorator and then I had a surprising and unusual change of career. I started an online pantomime publishing business, www.limelightscripts.co.uk and now spend every day writing and publishing panto scripts for a living. Now you might think that panto is a uniquely British form of entertainment, but although the majority of our customers are in the UK, we have had our panto's put on in every continent in the world and in some very surprising places. I made more money Painting and decorating than I probably ever will writing panto scripts, but it just about pays the bills and the pleasure obtained by watching an audience laugh and enjoy what you have written is priceless.

I also switched my car insurance to M&S many years ago and have never regretted it. Especially recently when my car was written off by an uninsured, unlicensed driver  just weeks before I was due to go on holiday. M&S were fantastic and I received a very generous settlement very quickly and was able to purchase another car and continue with our countryside holiday.",2015-10-10 05:56:00
457376154351363_915595351862772,"Lindsey MacDonald use another bank al, yorkshire bs great

Like · Reply · 20 hrs

..

Alan Donaldson

Alan Donaldson It's the principle Lindsey. We applied for Reba and they turned her down because of Credit rating company. She's never had an account before she's never been in debt we showed them her savings account she's not overdrawn but still got turned down because of some STUPID credit company. We may be on WATCHDOG soon fighting for people with learning difficulties",2015-10-09 10:10:35
1414269912206817_915283281893979,"The team are back home now and recovering from the car accident in Missouri. We are up to £6,364 raised for our chosen charities. Thanks again to each and every one of you who has donated to these wonderful causes and to all our business sponsors Deva Travel, Attacking Design, M&S Bank, SLPY Adventures, Carden Park Hotel - Cheshire's Country Estate, Dark Horse Agency, The Edge Cycleworks and ERV UK - Travel Insurance, 
#wewillbeback
#unfinishedbusiness
#1-0toRoute66",2015-10-08 13:46:21
457376154351363_915280648560909,Why is M&S so prejudiced against disabled people having a bank account all because they have no credit rating and proof has been shown that they have substantial savings ?,2015-10-08 13:38:31
457376154351363_915170725238568,Jilly spills the beans on growing produce that’s easy on the eyes,2015-10-08 10:35:01
457376154351363_915139371908370,"Just received my statement and seen that there appears to be a £3.00 Gambling Transaction Fee plus £0.05 interest for buying £10 of on line raffle tickets for Blind Veterans. Surely this can't be right and also wanted to warn others. I only used my credit card to save filling in all the stubs, writing a cheque and posting. I would have used my debit card had I known as nothing was mentioned when I made the transaction.",2015-10-08 06:45:20
457376154351363_914840471938260,"Ian Lawrenson

I have been with Lloyds for 42 years so deciding to swap to M&S was a big decision for me. When I started the application, however, I was amazed at the number of questions - more like a mortgage application! Completely put off, I'm afraid. I have a spotless credit rating but obviously not enough! Poor.",2015-10-07 11:34:05
457376154351363_914356031986704,"Make your dreams a reality with our new low loan rate of 3.5% APR representative. M&S Personal Loans, find out more: http://bit.ly/1w0W0vE

Credit subject to status. UK residents only. To apply for an M&S Loan, you must have an annual income of at least £10,000 and be aged 18 or over.",2015-10-06 09:30:00
